128,". Is a BEAST! 

WATCH: "
129, Counting Calories May Not Be Most Effective Way To Manage Weight 
130,Top 10 Protein Supplements - LabDoor via 
131,6 Insider Insights on Digestive Health: Formulating products for healthy body systems - Agropur Health & Wellness 
132,Total Athletic Therapy: Mobility Monday: Your QL is Not a Bone 
133,Getting hit with some knowledge bombs regional conference in Minnesota today 
134,"Total Athletic Therapy: Stop Reaching for a Bottle of Pills, Fix the Under... "
135, So good! If only season 2 wasn't a year away
136,Check out our podcast of the week with discussing pseudoscience 
137,Measure your goals with performance measures rather than a scale: 
138,The effects of ketogenic dieting on skeletal muscle and fat mass 
139,“How Do I Fix My Anterior Pelvic Tilt?” It's Not As Simple As Stretching Your Hip Flexors And Strengthening Your A… 
140, We can trick ourselves into feeling like we have good movement and mobility if we start in a bad position.  This... htt…
141, Nutrient density: principles and evaluation tools. - PubMed - NCBI 
142,A Strength Coach for Wisconsin Uses an App That Works More Than Thumb Muscles 
143, From the Archives: : Gluten Free Peanut Butter Chocolate Chip Bars 
144, What controls blood flow changes to muscle during exercise? Excellent-looking review by 
145,The risks of self-made diets: the case of an amateur bodybuilder 
146,T Nation The Truth About Barefoot Training 
147,"Why we stopped recommending fish oil: It may be good for you, but being told to take it isn’t. - "
148," My chat w Sigma Nutrition Radio Ep.60
  …"
149,America's Pastime puts a new spin on home “plate”: 
150,David Spade Shares Heartbreaking Instagram Of Chris Farley For Tommy Boy Anniversary via 
151,Manipulating Insulin Levels To Build More Muscle And Burn Fat! - 
152,How to Stop Attacking Yourself: 9 Steps to Heal Autoimmune Disease.  
153,Increased protein intake and meal frequency reduces abdominal fat Arciero 2013 Obesity Wiley Online Library 
154, Upper Crossed Syndrome is common among desk-bound workers. It's evidenced by rounded shoulders & hunched upper back. 
155, Last but NOT least for we debunk the about fats! 
156,Total Athletic Therapy: Should Young Athletes Just Focus On One Sport? 
157,"Carbohydrates, Physical Training, and Sport Performance : Strength & Conditioning Journal "
158, Are you fueling your body for success? Micronutrient Requirements for Athletes 
159, 
160,Back to Basics: “The 5 Pillars of Fitness” 
161, My latest study is up at JSCR online “Repeatability of Respiratory Exchange Ratio Time Series Analysis” 
162,North Dakota State building something special in Fargo (the real Fargo) 
163,Cardio Makes You Fat and Apples Will Rise - 
164, Great article by slaying and torturing the “Cardio Makes You Fat” crap with actual science & humor. 
165, Most Popular: Return to Activity after Concussion Affects Dual-Task Gait Balance Control Recovery: Background:... 
166,Total Athletic Therapy: How Healthy Living Nearly Killed Me (TED Talk) 
167,"Whhich Came First, the Chicken or Obesity? Are we looking at the obesity epidemic all wrong?... "
168,Total Athletic Therapy: “This Workout I Found Online Isn't Helping Me....”... 
169, Early Registration for Performance Conference extended because of great response! Now 3/21...sign up! 
170, Monday Mobility: Terminal knee extension is a must for all aspects of sports and life.  Make sure you have set up... ht…
171,Is a just a ?  
172,Total Athletic Therapy: Monday Mobility: Wait....My Heel (Calcaneus) Moves... 
173,Sick of chronic hip pain? Find out the cause here: 
174,- How To Squat: Layne Norton's Squat Tutorial 
175," Chicken Salad for the weekend.  Check out the new healthy recipe.

For completely pure and fresh chicken check... "
176," Suffering through plantar fasciitis, achilles tendonitis, or just general foot/ankle pain and nothing is working?... ht…"
177,How are you predicting your ? 
178, basic protein supplementation enhances fracture healing 
179,2 Things You Should Be Doing On a Foam Roll (that you aren’t doing now) Paleo f(x)™: 
180,Myofascial release for better Knee mobility and Squat patterns: via 
181,Great recap of the benefits of whole body thanks to and Eirik Garnas: 
182,Regional Interdependence The MedBridge Blog via 
183, Bridge the gap btwn science & application. Register thru 5/18 for save up to $100: 
184,Are your shoes safe?. 
185,Dating the Wrong Diets? Make sure your diet habits are held to the same standards as your dating habits: 
186, Why is whey protein so appropriate to ? post-ex muscle synthesis? (EAA: Essential Amino Acids) by 
187, Time for some tasty food! Check out this quick and easy recipe: 
188, Absolutely! Keep up the great work! The world needs more examine.coms
189,Thank you and for identifying some weaknesses in the industry. Chck out a summary here: 
190,BioLayne Guest Blog by Jonathan Goodman – The Fitness Industry is Failing 
191,T Nation Lifter's Elbow: The Cause & The Cure 
192, “ Great conversation with Gary Reinl: on why do you want to ice?  
193,Measuring bodies fat percentage: It's an accuracy thing - Blog via 
194,Are you too hard? Or just not enough? Or both?  
195,Top Personal Training Certifications: United States 
196,How To Be A Personal Trainer 
197, Yum! Chocolate Peanut Butter Oatmeal Smoothie from <3 
198,What’s the ‘best’ weight loss diet? Tough question right? I’ve been thinking a lot about this... 
199,"Why Diets Fail and ‘Eat Less, Move More’ is Bad Advice: "
200,We need more advocates like for in !  
201,The Single “Training” Hypothesis - 
202, Thinking about a pre-workout? Here is some information on what they do and how they can help you.... 
203," If you're in La Crosse check out our Mobility, Nutrition, and general wellness lecture series at City of La... "
204, Great recap of Onnit's podcast on how the tides are changing with and 
205,Defranco Fitness Tips: How to Practice Proper Deadlift Form 
206," NEW: 'What Makes A Diet Work' with on Episode 39 of the 'We Do Science Podcast':

"
207,What's your running for look like? Total Athletic Therapy: To Heel Strike or Not to Heel Strike? 
208,Covering some major ground: 
209,"Total Athletic Therapy: Which to do first, work or Stretching? "
210,Total Athletic Therapy: What is a pre-workout supplement and what can it d... 
211,Is your ? A summary of a great podcast by and 
212,How to Make Yourself Go to the Gym via 
213, Effect of Lower-Limb Compression Clothing on 400-m Sprint Performance 
214,A Fat D-Ficiency! Do You Really Need More Vitamin D or Simply More Fatty Foods?  
215,Are dietary guidelines worthless?  
216," Athletes need to pay attention to the three “R’s” after exercise: rehydrate, replenish (glycogen), & repair (damaged protei…"
217, Use of heart rate variability to quantify training load.  
218,Don't Let Mobility Stand In the Way of Your Gains Breaking Muscle 
219," A new post from our PhD, Andrew Jagim, discusses the idea of Flexible Dieting.  The idea has gained some... "
220,Kettlebell Snatch via 
221," Layne Norton says it the best! Flexible dieting is an easy to understand, pragmatic approach to nutrition advice."
222,Preworkout supplements boost anaerobic capacity - 
223,
224, Your butt isn't meant to bear all your weight sitting down.  
225,Flexible Dieting: Eliminate Binging & Post-Diet Fat Gain via 
226,undefined: 
227,» Are Frequent Meals Beneficial for Body Composition 
228,T Nation How to Burn Stubborn Body Fat 
229,The 10 Best Mobility Exercises For Runners - via 
230,T & F Online great articles on current sport nutrition topics 
231,The Meathead& Guide to Passing the CSCS Exam - 
232, This is amazing. I need one. Design a study so we can get free ones for “science”
233,T Nation Ignorant When it Comes to Deadlifts? 
234,Gender Differences in Training and Metabolism 
235,T Nation The 4 Dumbest Ab Exercises 
236,Resolution Sports: Nancy Clark RD: Weight-Related Research from the ACSM via 
237,The Death of Pay-Per-Session Personal Training - Simon Lovell - Fitness Marketing Coach & Mentor via 
238,"T Nation Maximal Fat Loss, Minimal Equipment "
239,31 Fitness Experts You Should Follow in 2015 stacks 
240,Top 40 Fitness Professionals to Follow in 2015 
241,T Nation The Best Damn Posterior Chain Exercises 
242,A CrossFit Pioneer& Workout For Guys With Kids (And Other Excuses) 
243,T Nation Squat Right for Your Type 
244,31 Fitness Experts You Should Follow in 2015 stacks 
245,Grow With The Best! at 
246,Podcast Episodes 
247,4 Kettlebell Deadlift Variations You Should Be Doing 
248,Obese to Beast: Guy Bravely Strips Down to Show What Extreme Weight Loss Does to Skin Muscle & Fitness 
249,Total Athletic Therapy: Hamstrings: Tight vs. Taut 
250,For That Door-to-Treadmill Service 
251,Mark Rippetoe coaching the deadlift - YouTube 
252,J2 Fitness: Can Make You 
253,What Foods to Buy for IBD Get Your Full Course: 
254,How Many Calories Make a Pound of Fat?  via 
255, 
256,"Eat or Fast B4 Exercise?, finally the answer! Thanks to Alan Aragon and Brad Schoenfeld:

 "
257, 
258,
259,J2 Fitness: How many are you burning during your work...  
260,Get off the machines!  
261, Your core is essential to a better you. Make it bulletproof with these expert tips from 
262, Some thoughts and ideas to help prevent tight hips from sitting for prolonged periods and also how to fix the... 
263, This is a fantastic 17 minute video about taking control of your life and doing what you can to help cure... 
264,J2 Fitness: Why is so hard? 
265,Total Athletic Therapy: Minding Your Mitochondria 
266,"The Journal of Strength & Conditioning Research: Bosu ball for abdominal exercises, good or bad? "
267,The Journal of Strength & Conditioning Research: optimal load for the Wingate test 
268,
269," Who else loves protein pancakes?!?

Delicious & simple recipe for my PB & BANANA BREAD PROTEIN… "
270," GO CRAZY, FOLKS: Here it is, the first ever bracket.  "
271," V interesting! How accelerometers, GPS & GIS can be used together in physical activity & sedentary behavior research; h…"
272,Watch to learn how puts a unique philosophy into practice by creating a systematic approach: 
273,The Timing of Postexercise Protein Ingestion Is/Is Not Impor... : Strength & Conditioning Journal 
274,Great ideas for the minded: 
275,Total Athletic Therapy: Reversing the Effects of Sitting and the Wrecking ... 
276,Great Video: 
277,SuppVersity - Nutrition and Exercise Science for Everyone: 28-Day Creatine + ?-Alani... 
278,Effects of diet intake on metabolism and exercise performance 
279,"Vibration Training Shakes Away Your Liver Fat - 9% Liver Fat, 7% Visceral Fat & 26.4% Intra-Muscular Fat Loss "
280,Biotest Store at T NATION Control the Damage From Overeating 
281, Fasted Cardio and Fat Loss: Take Home Points 
282,"Human body cannot be trained to maintain a higher metabolism, study suggests "
283, He sure was. Exercise science lost a pioneer
284,Jack Wilmore an Appreciation 
285,Articles Bioenergetics: Open Access OMICS Group 
286,T Nation The Set/Rep Bible 
287,SuppVersity - Nutrition and Exercise Science for Everyone 
288,Dangerous Dietary Supplements Return to Store Shelves via 
289,"Undeclared Corticosteroid, Antihistamine Found in Supplements via "
290, Cool facts about your biological clock :P 
291,T Nation The Truth About Metabolic Damage 
292,Why You’re Not Losing Weight and Keeping It Off 
293,How to Sell High Priced Personal Training Programs 
294," EVERYONE has 7 minutes to get fit. The Advanced 7-Minute Workout, via "
295,T Nation Build the Perfect Home Gym 
296,Fat Loss For Bodybuilders at 
297,Blood sugar management: What your doctor doesn’t know about glucose testing. - 
298,Control oxidative stress with cherries! - 
299,
300,Born Fitness Recipes: Banana Chocolate Peanut Butter Protein Pancakes - Born Fitness via 
301,Effects of Different Volume-Equated Resistance Training Load... : The Journal of Strength & Conditioning Research 
302,Finger and Wrist Stretches to Combat Your Modern Lifestyle Breaking Muscle 
303,- Ask The Muscle Prof: How Can I Build Muscle Like A Beginner Again?: 
304,T Nation How to Train Through Injuries 
305," Absolutely, it was a great article. Day is going well, and yourself?"
306,“Don't neglect proper rest periods if you want a good workout” - (via from --> 
307,Know Your Protein Basics at 
308, Former Ohio St linebacker Anthony Schlegel lays massive body slam on fan who ran on field. He's still got it. VIDEO: 
309, When do hamstring injuries occur during sprinting? And how can we reduce risk? Research study suggests some ideas 
310, You'll never reach your goal if you don't know your protein basics. Learn And Grow!  Htt…
311,Just took a tour of Century Foods where they make 's Jym line. Pretty impressive to see where the magic happens!
312, Another reason I believe in eccentric training: hamstring injury/re-injury prevention.  
313, New research showing interval training best exercise for preventing/reversing Type 2 diabetes - - …
314, How long should you rest between sets for hypertrophy? 
315, Oregon's Nike football weight room 
316, Curcumin reduces muscle soreness: Study via 
317,"What do you know about the supplements you recommend to your athletes?
 "
318, Dairy Based Pre-Exercise Meal Does Not Affect Gut Comfort or Time-Trial Performance in Female Cyclists.  
319, Young Pro Pitchers May Face Higher Risk of 'Tommy John' Surgery: Study First 5 Years Most Vulnerable 
320," It doesn't matter who you are, everyone can be more enthusiastic- "
321," YES --->” “Anyone can make someone tired, Not everyone can make someone better.”  "
322," Wow, jealous! I would but I'm on my way to Vegas"
323, Where you flying?
324, How some fresh get before you buy them.  
325, Cardiovascular Events during World Cup Soccer — NEJM classic paper on the risk of being a fan
326,"Great article for exercise science students, wish I would've read this a long time ago... "
327, Benny “the Jet” Rodriguez crushing on the 4th of July. 
328, 
329, Performance and Endocrine Adaptations in Responses to Differing Ratios of Concurrent Strength and Endurance Training h…
330, Energy drinks linked to more deaths...get your energy from food & proper hydration 
331,Will supersets sacrifice the quality of your workout? 
332, for 
333, A gluten-free diet may lead to nutrient deficiencies & doesn’t always = wt loss. Try balanced meals & portion control htt…
334, Absolutely! Sounds like a plan. Looking forward to it as well
335, or die: 
336," FDA documents show that since late '12, 17 previously unreported deaths have been linked to the energy drinks. "
337,Good news for Reaffirming our importance: 
338, What Cirque du Soleil Can Teach You About How to Build Muscle Eric Cressey High Performance Training 
339," Lose weight, feel better? There's an app for that "
340,The pros and cons of popular trends: 
341, Benefits of incline sprinting during general prep / strength endurance phase of development - 
342,"Just in case anyone is rockin a morning, here's why: "
343,Athletes need to get more Vitamin D! 
344, 1 cup of cottage cheese is an excellent pre-bed snack to provide adequate leucine for building muscle protein and casein fo…
345, Now that you are able to get your hands on Shred - read this on how to take it based on when you train: 
346,Does exercise order matter? 
347, tips from the experts: 
348,“In most fat loss cases you eliminate the need for cardio by creating a caloric deficit.” - via 
349," Ketogenic diet beats chemo for almost all cancers, says Dr. Thomas Seyfried via "
350, Slow digesting carbs result in greater fat burning than fast digesting carbs.  
351, Dr Jordan Moon's conclusions (see slide) on accuracy in body composition testing & accuracy 
352, Pre-practice nutrition info and ideas. Carbohydrates!  
353, New meta-analysis shows probiotics may reduce the duration of upper respiratory infections in both children & adults: 
354,
355," PBJ smoothie: 1c milk, 1c vanilla Greek yog, 1/2 frzn banana, 1/2c raspberries, PB or PB2, 10g vanilla whey htt…"
356,Is right for you? 
357," Excess weight causing 1 in 10 deaths, top doctor warns via "
358, I bet that feels good! One step closer
359, It's certainly been awhile. Got busy prepping for summer classes
360,Perfect day for some HIIT 
361, Any interest in consulting on a training study being done at Univ. Of Wisconsin La Crosse??
362," Flexibility is needed for skills with high amplitude, makes movement easier.  "
363, Are you going to be at NSCA in Vegas next month?
364," A paradigm shift for exercise medicine Time to train doctors, nurses and AHPs that exercise advic…"
365," Measuring the Effects of Pre-Workout Supplementation on Resting Metabo by R. Harper, J. Anton et al. "
366,"Last day to register for the CSCS Exam in Erie, PA!"
367," “When it comes to fat loss, crank up the intensity, reduce the duration, and reap the benefits” "
368, Effects of two popular weight loss programs on changes in body composition 
369, I strongly recommend talk on the science of athletics. It’s fascinating. TED done right. 
370, Ohio State Clinic is coming your way in a few weeks! Further your career w/ education & networking. Don't miss it 
371," “Destroying Baseball Dogma: Installment 1” by EC. Love it, bring down the fallacies of baseball & training!  "
372," After reading every article in detail, I've had a change in heart. Distance running does absolutely nothing for pitchers. "
373, NCAA president Mark Emmert took questions at It turned into a hilarious disaster: 
374, NCAA May Revise Rules on Feeding Athletes - The Daily Fix - WSJ via 
375," In the last 3 years, seven SEC schools-half the league-have played for the national championship in football, men’s basketba…"
376, Wow “ 11 million brackets in the Tournament Challenge. 612 got all four semifinalists right”
377, Please : Proceedings of meetings published as Sports Science Exchange articles & can be found on 
378," 5 interval workouts that are hard on your body, but easy on your joints: "
379, Muscle Mass Beats BMI as Longevity Predictor 
380, So Michigan and Wisconsin “avenge” losses to Texas and Oregon in rematches of Rose Bowls within last decade.
381, UPDATE: The Orange crushed the last perfect bracket remaining.  / 
382, cheering all the way from Pennsylvania 
383," Crazy Stat of the Day: There are 9,223,372,036,854,775,808 different ways to fill out your bracket. Good Luck!"
384, 5 Characteristics of Successful Metabolic Resistance Training Programs Eric Cressey 
385," Drinking alcohol after resistance exercise impairs muscle protein synthesis

"
386, The Bracket: 
387, and the other team is shooting lights out
388, What ingredients can improve cognitive and motor skill performance in sport?  
389, Comparison of a very low-calorie-ketogenic diet with a standard low-calorie diet in the treatment of obesity 
390," So You Want to Be a Personal Trainer? 

Is a life in personal training for you? "
391, Bench Press Anatomy 
392,Why you can't always eat less and exercise more: 
393, FREE Differences in protein synthesis between men and women by 
394, Alcohol & athletic performance do not go well together.Find out how/why 
395, Strength and Conditioning Stuff You Should Read: 3/10/14 
396,Are bad for your 
397, Our best articles and books about block peridization 
398, Dat feel when chicken breasts are on sale 
399," Sleep = better athletic performance. And, chronic sleep loss can't be made up in 1 night: via "
400, Wondering what to eat this week? Here are the 7 BEST BODYBUILDING FOODS for maximum muscle >> 
401, How to really clean your fruit: 
402, The perfect snacks to prepare you for a hard workout: 
403, Crock Pot Sunday: 15 min of work- a classic favorite w/ tons of flavor.  Whip up this lasagna & eat it thru the week! 
404, Don't be a douche. 
405, Try making these amazing protein peanut butter cups from this weekend!  
406, Two internships available at the Gatorade Sports Science Institute. Apply now 
407,Time to with 
408," Broccoli may get stuck in your teeth, but fries get stuck on yo' ass - - "
409,A great summary of nutrition tips for building : 
410,"Lifting principles 101
 "
411, 28 DAYS UNTIL 
412,My twitter feed is like watching a battle between the and the open
413," Today is last day to register for CSCS exam on Apr 26 in WI, MO, VA, TX, and CO. Details: "
414," Jadeveon Clowney's 40 time yesterday is faster than almost every quick QB over the past few years.

(via "
415,Strategies for and 
416,WHats The Difference? Pre STIM vs 
417, Early morning training tips 
418,"What are Olympians eating?
 "
419,Make time for 
420, I knew there was a purpose for it!
421, It's MyFitnessPal...My pie chart today is a little lopsided after the entire pizza I ate
422,Nailed it 
423, Is this the year?
424, Followers to RETWEET can win a Chris Davis bat.  
425, Raising a healthy family in a processed food driven world.  
426, 18 in a row for ... 
427, 8 ways sitting is killing you 
428, Who sleep 8-hrs+ are 68% less likely to be injured than athletes who often sleep less. 
429, Biggest win in Russia for the USA since.... 
430,High intensity circuit training for : 
431, Burn 'round the clock while you're not in the w/these 5 secret 
432,"Time is running out, if you've completed a please complete this survey:  "
433," The Nike+ FuelBand SE is a motivator, stimulator, initiator, modulator, actuator, innovator - put it on your wrist. "
434, Nice review by Dan Moore. Why protein is important for end athletes exercisers. 
435, Know what you are putting into body!! Over The Counter Supplements Can Be Deadly: via 
436, Frequent eating was not found to be an adequate strategy for losing weight in obese. 
437, Why eating less and exercising more doesn’t always work for long-term weight loss 
438, Beta-alanine and high-intensity training. may help trained or untrained: 
439,"This looks good
RunToTheFinish - Passionate Runner training for life: Clean Eating White Bean Chicken Chili - DF, GF "
440," Effects of a Pre-workout Supplement on Lean Mass, Muscular Performance, Workout Experience and Safety.

 "
441," Performance Nutrition Guidelines for International Rugby Sevens Tournaments.

 "
442, I didn't think a team could top Notre Dame and that egg vs. Alabama. Well you're watching it. 
443,"Fuel for the NFL, compliments of Dr. Kleiner! "
444, The 2013 AFCA Coaches Trophy arrived today. Included in the pic are the 11 & 12 trophies.  
445, If you've completed a race please help us out and complete this quick survey!  
446," Your priorities, choices and actions on the weekend outweigh your training Monday thru Friday. Being an athlete is a 7 day a …"
447, Dinner idea tonight: Mexican Pizza!  
448," if you've completed a race, please help us out and complete this survey:  "
449, Justin Verlander says Seahawk Richard Sherman would get a “high and tight fastball” if he played baseball 
450," ESPN the next 2 weeks:
Manning Legacy
Richard Sherman

rinse, repeat"
451, DESK-ERCISE: Seven muscle-building exercises you can do at your desk on Monday. 
452, Strength Training for Fitness 
453, How to shorten your training week from 7 to 5 days 
454, Shape the future of attend 
455," Leads 31-7 at half.
QB Brock Jensen 9/18, 132 yards & 3 TD "
456, Followers to RETWEET can win a Chris Davis bat.  
457, Apparently a shovel I got for 50 cents at a garage sale is not the best way to prepare for lake effect snow
458, every day would be a little better with that soundtrack playing
459,This is how I get my in!  
460, Throwback 1982-NSCA Classic provides u w/ a perspective on how Soviets would've trained athletes for Amer football 
461, Effects of breaking up prolonged sitting on skeletal muscle gene expression.  
462," Do not retweet this unless you are working out tomorrow.
 "
463, It's called tomorrow. 
464, Nice work! Congratulations and well deserved. That must mean you are nearing the end???
465, Grown up lunches. 
466, Much sums up their season. What an embarrassment.
467," Developing the Healthy Youth Athlete: The Public Health Challenge and Opportunity Feb 11-12, 2014 "
468, Counting those calories? Here's the nutritional values for your favourite fruits!  
469,This is amazing: 
470, Still looking for runners to help us with our survey: 
471," When at the grocery store, always begin on the outsides with produce, protein, & dairy "
472," No effect of 10 weeks of resistance training combined with B-alanine supplementation on strength, comp, performance "
473, News: Anyone on Diet pill OxyElite Pro recalled due to links to liver damage ht…
474, Groins of steel... Know your adductor muscle activity... But remember strength alone isn't the answer!!! 
